source,target
Laurence Harvey,Angela Lansbury
Janet Leigh,Angela Lansbury
Michael Douglas,Hal Holbrook
Michael Douglas,Terence Stamp
Michael Douglas,Sylvia Miles
Michael Douglas,Oliver Stone
Hal Holbrook,Terence Stamp
Hal Holbrook,Sylvia Miles
Hal Holbrook,Oliver Stone
Terence Stamp,Sylvia Miles
Terence Stamp,Oliver Stone
Sylvia Miles,Oliver Stone
Paul Muni,Luise Rainer
Paul Muni,Victor Fleming
Luise Rainer,Victor Fleming
James Stewart,Donna Reed
James Stewart,Lionel Barrymore
James Stewart,Henry Travers
James Stewart,Beulah Bondi
James Stewart,Gloria Grahame
James Stewart,H. B. Warner
James Stewart,Frank Capra
Donna Reed,Lionel Barrymore
Donna Reed,Henry Travers
Donna Reed,Beulah Bondi
Donna Reed,Gloria Grahame
Donna Reed,H. B. Warner
Donna Reed,Frank Capra
Lionel Barrymore,Henry Travers
Lionel Barrymore,Beulah Bondi
Lionel Barrymore,Gloria Grahame
Lionel Barrymore,H. B. Warner
Lionel Barrymore,Frank Capra
Henry Travers,Beulah Bondi
Henry Travers,Gloria Grahame
Henry Travers,H. B. Warner
Henry Travers,Frank Capra
Beulah Bondi,Gloria Grahame
Beulah Bondi,H. B. Warner
Beulah Bondi,Frank Capra
Gloria Grahame,H. B. Warner
Gloria Grahame,Frank Capra
H. B. Warner,Frank Capra
Janet Gaynor,Lew Ayres
Janet Gaynor,Louise Dresser
Lew Ayres,Louise Dresser
Casey Affleck,Matt Damon
Gary Cooper,William A. Wellman
Janet Gaynor,Frank Borzage
Jackie Cooper,Norman Taurog
Wallace Beery,Jackie Cooper
Wallace Beery,King Vidor
Jackie Cooper,King Vidor
Aline MacMahon,Mervyn LeRoy
Maurice Chevalier,Roland Young
Maurice Chevalier,George Cukor
Maurice Chevalier,Ernst Lubitsch
Roland Young,George Cukor
Roland Young,Ernst Lubitsch
George Cukor,Ernst Lubitsch
Maurice Chevalier,Claudette Colbert
Maurice Chevalier,Miriam Hopkins
Maurice Chevalier,Ernst Lubitsch
Claudette Colbert,Miriam Hopkins
Claudette Colbert,Ernst Lubitsch
Miriam Hopkins,Ernst Lubitsch
Paul Muni,Mervyn LeRoy
May Robson,Frank Capra
Charles Laughton,Robert Donat
Charles Laughton,Merle Oberon
Charles Laughton,Elsa Lanchester
Robert Donat,Merle Oberon
Robert Donat,Elsa Lanchester
Merle Oberon,Elsa Lanchester
Hattie McDaniel,Lucile Watson
Norma Shearer,Fredric March
Norma Shearer,Charles Laughton
Fredric March,Charles Laughton
Fred Astaire,Ginger Rogers
Fred Astaire,Alice Brady
Ginger Rogers,Alice Brady
James Cagney,Gloria Stuart
George Arliss,Loretta Young
Grace Moore,Victor Schertzinger
William Powell,W. S. Van Dyke
Wallace Beery,Stuart Erwin
Wallace Beery,Joseph Schildkraut
Wallace Beery,Howard Hawks
Wallace Beery,William Wellman
Stuart Erwin,Joseph Schildkraut
Stuart Erwin,Howard Hawks
Stuart Erwin,William Wellman
Joseph Schildkraut,Howard Hawks
Joseph Schildkraut,William Wellman
Howard Hawks,William Wellman
Loretta Young,Jane Darwell
Loretta Young,Irving Cummings
Jane Darwell,Irving Cummings
Bessie Love,James Gleason
Bessie Love,Harry Beaumont
James Gleason,Harry Beaumont
Mel Gibson,Heath Ledger
Mel Gibson,Chris Cooper
Mel Gibson,Tom Wilkinson
Heath Ledger,Chris Cooper
Heath Ledger,Tom Wilkinson
Chris Cooper,Tom Wilkinson
Chester Morris,Wallace Beery
Chester Morris,Lewis Stone
Wallace Beery,Lewis Stone
Norma Shearer,Chester Morris
Norma Shearer,Robert Z. Leonard
Chester Morris,Robert Z. Leonard
Maurice Chevalier,Ernst Lubitsch
Olivia de Havilland,Basil Rathbone
Olivia de Havilland,J. Carrol Naish
Olivia de Havilland,Michael Curtiz
Basil Rathbone,J. Carrol Naish
Basil Rathbone,Michael Curtiz
J. Carrol Naish,Michael Curtiz
Victor McLaglen,John Ford
Gary Cooper,Franchot Tone
Gary Cooper,J. Carrol Naish
Gary Cooper,Henry Hathaway
Franchot Tone,J. Carrol Naish
Franchot Tone,Henry Hathaway
J. Carrol Naish,Henry Hathaway
Fredric March,Charles Laughton
Elsa Lanchester,Frank Morgan
Elsa Lanchester,Akim Tamiroff
Elsa Lanchester,Raymond Massey
Elsa Lanchester,Robert Z. Leonard
Elsa Lanchester,W. S. Van Dyke
Frank Morgan,Akim Tamiroff
Frank Morgan,Raymond Massey
Frank Morgan,Robert Z. Leonard
Frank Morgan,W. S. Van Dyke
Akim Tamiroff,Raymond Massey
Akim Tamiroff,Robert Z. Leonard
Akim Tamiroff,W. S. Van Dyke
Raymond Massey,Robert Z. Leonard
Raymond Massey,W. S. Van Dyke
Robert Z. Leonard,W. S. Van Dyke
Lionel Barrymore,Edna May Oliver
Lionel Barrymore,Lewis Stone
Lionel Barrymore,Roland Young
Lionel Barrymore,Basil Rathbone
Lionel Barrymore,Elsa Lanchester
Lionel Barrymore,George Cukor
Edna May Oliver,Lewis Stone
Edna May Oliver,Roland Young
Edna May Oliver,Basil Rathbone
Edna May Oliver,Elsa Lanchester
Edna May Oliver,George Cukor
Lewis Stone,Roland Young
Lewis Stone,Basil Rathbone
Lewis Stone,Elsa Lanchester
Lewis Stone,George Cukor
Roland Young,Basil Rathbone
Roland Young,Elsa Lanchester
Roland Young,George Cukor
Basil Rathbone,Elsa Lanchester
Basil Rathbone,George Cukor
Elsa Lanchester,George Cukor
Charles Laughton,Roland Young
Charles Laughton,Leo McCarey
Roland Young,Leo McCarey
Fred Astaire,Ginger Rogers
Fredric March,Olivia de Havilland
Fredric March,Gale Sondergaard
Fredric March,Edmund Gwenn
Fredric March,Claude Rains
Fredric March,Akim Tamiroff
Fredric March,Mervyn LeRoy
Olivia de Havilland,Gale Sondergaard
Olivia de Havilland,Edmund Gwenn
Olivia de Havilland,Claude Rains
Olivia de Havilland,Akim Tamiroff
Olivia de Havilland,Mervyn LeRoy
Gale Sondergaard,Edmund Gwenn
Gale Sondergaard,Claude Rains
Gale Sondergaard,Akim Tamiroff
Gale Sondergaard,Mervyn LeRoy
Edmund Gwenn,Claude Rains
Edmund Gwenn,Akim Tamiroff
Edmund Gwenn,Mervyn LeRoy
Claude Rains,Akim Tamiroff
Claude Rains,Mervyn LeRoy
Akim Tamiroff,Mervyn LeRoy
Gary Cooper,Jean Arthur
Gary Cooper,H. B. Warner
Gary Cooper,Frank Capra
Jean Arthur,H. B. Warner
Jean Arthur,Frank Capra
H. B. Warner,Frank Capra
Paul Muni,Akim Tamiroff
Paul Muni,William Dieterle
Akim Tamiroff,William Dieterle
Ronald Colman,Edna May Oliver
Ronald Colman,Basil Rathbone
Ronald Colman,H. B. Warner
Edna May Oliver,Basil Rathbone
Edna May Oliver,H. B. Warner
Basil Rathbone,H. B. Warner
Ray Milland,Alice Brady
Ray Milland,Mischa Auer
Ray Milland,Lucile Watson
Ray Milland,Henry Koster
Alice Brady,Mischa Auer
Alice Brady,Lucile Watson
Alice Brady,Henry Koster
Mischa Auer,Lucile Watson
Mischa Auer,Henry Koster
Lucile Watson,Henry Koster
Sylvia Sidney,Humphrey Bogart
Sylvia Sidney,Claire Trevor
Sylvia Sidney,Marjorie Main
Sylvia Sidney,William Wyler
Humphrey Bogart,Claire Trevor
Humphrey Bogart,Marjorie Main
Humphrey Bogart,William Wyler
Claire Trevor,Marjorie Main
Claire Trevor,William Wyler
Marjorie Main,William Wyler
Don Ameche,Alice Brady
Don Ameche,Brian Donlevy
Alice Brady,Brian Donlevy
Ronald Colman,H. B. Warner
Ronald Colman,Sam Jaffe
Ronald Colman,Frank Capra
H. B. Warner,Sam Jaffe
H. B. Warner,Frank Capra
Sam Jaffe,Frank Capra
Adolphe Menjou,Alice Brady
Adolphe Menjou,Mischa Auer
Adolphe Menjou,Henry Koster
Alice Brady,Mischa Auer
Alice Brady,Henry Koster
Mischa Auer,Henry Koster
Katharine Hepburn,Ginger Rogers
Katharine Hepburn,Adolphe Menjou
Katharine Hepburn,Eve Arden
Katharine Hepburn,Gregory La Cava
Ginger Rogers,Adolphe Menjou
Ginger Rogers,Eve Arden
Ginger Rogers,Gregory La Cava
Adolphe Menjou,Eve Arden
Adolphe Menjou,Gregory La Cava
Eve Arden,Gregory La Cava
Penélope Cruz,Pedro Almodóvar
Olivia de Havilland,Basil Rathbone
Olivia de Havilland,Claude Rains
Olivia de Havilland,Sam Jaffe
Olivia de Havilland,Michael Curtiz
Basil Rathbone,Claude Rains
Basil Rathbone,Sam Jaffe
Basil Rathbone,Michael Curtiz
Claude Rains,Sam Jaffe
Claude Rains,Michael Curtiz
Sam Jaffe,Michael Curtiz
John Garfield,May Robson
John Garfield,Claude Rains
John Garfield,Michael Curtiz
May Robson,Claude Rains
May Robson,Michael Curtiz
Claude Rains,Michael Curtiz
Erich von Stroheim,Jean Renoir
Clark Gable,Spencer Tracy
Clark Gable,Lionel Barrymore
Clark Gable,Marjorie Main
Clark Gable,Victor Fleming
Spencer Tracy,Lionel Barrymore
Spencer Tracy,Marjorie Main
Spencer Tracy,Victor Fleming
Lionel Barrymore,Marjorie Main
Lionel Barrymore,Victor Fleming
Marjorie Main,Victor Fleming
Bette Davis,Geraldine Fitzgerald
Bette Davis,Humphrey Bogart
Bette Davis,Henry Travers
Geraldine Fitzgerald,Humphrey Bogart
Geraldine Fitzgerald,Henry Travers
Humphrey Bogart,Henry Travers
Irene Dunne,Charles Boyer
Irene Dunne,Maria Ouspenskaya
Irene Dunne,Leo McCarey
Charles Boyer,Maria Ouspenskaya
Charles Boyer,Leo McCarey
Maria Ouspenskaya,Leo McCarey
Jean Arthur,James Stewart
Jean Arthur,Claude Rains
Jean Arthur,Beulah Bondi
Jean Arthur,H. B. Warner
Jean Arthur,William Demarest
Jean Arthur,Frank Capra
James Stewart,Claude Rains
James Stewart,Beulah Bondi
James Stewart,H. B. Warner
James Stewart,William Demarest
James Stewart,Frank Capra
Claude Rains,Beulah Bondi
Claude Rains,H. B. Warner
Claude Rains,William Demarest
Claude Rains,Frank Capra
Beulah Bondi,H. B. Warner
Beulah Bondi,William Demarest
Beulah Bondi,Frank Capra
H. B. Warner,William Demarest
H. B. Warner,Frank Capra
William Demarest,Frank Capra
Greta Garbo,Melvyn Douglas
Greta Garbo,Ernst Lubitsch
Melvyn Douglas,Ernst Lubitsch
Burgess Meredith,Charles Bickford
Burgess Meredith,Lewis Milestone
Charles Bickford,Lewis Milestone
Claire Trevor,John Wayne
Claire Trevor,John Ford
John Wayne,John Ford
Edna May Oliver,Cary Grant
Edna May Oliver,Gary Cooper
Edna May Oliver,Jack Oakie
Edna May Oliver,May Robson
Cary Grant,Gary Cooper
Cary Grant,Jack Oakie
Cary Grant,May Robson
Gary Cooper,Jack Oakie
Gary Cooper,May Robson
Jack Oakie,May Robson
Paul Newman,Robert Redford
Paul Newman,Charles Durning
Paul Newman,Eileen Brennan
Paul Newman,Sally Kirkland
Paul Newman,George Roy Hill
Robert Redford,Charles Durning
Robert Redford,Eileen Brennan
Robert Redford,Sally Kirkland
Robert Redford,George Roy Hill
Charles Durning,Eileen Brennan
Charles Durning,Sally Kirkland
Charles Durning,George Roy Hill
Eileen Brennan,Sally Kirkland
Eileen Brennan,George Roy Hill
Sally Kirkland,George Roy Hill
Cary Grant,Katharine Hepburn
Cary Grant,James Stewart
Cary Grant,Ruth Hussey
Cary Grant,Roland Young
Cary Grant,George Cukor
Katharine Hepburn,James Stewart
Katharine Hepburn,Ruth Hussey
Katharine Hepburn,Roland Young
Katharine Hepburn,George Cukor
James Stewart,Ruth Hussey
James Stewart,Roland Young
James Stewart,George Cukor
Ruth Hussey,Roland Young
Ruth Hussey,George Cukor
Roland Young,George Cukor
Naomi Watts,Jane Alexander
Naomi Watts,Chris Cooper
Jane Alexander,Chris Cooper
Bette Davis,Charles Boyer
Bette Davis,Barbara O'Neil
Bette Davis,Anatole Litvak
Charles Boyer,Barbara O'Neil
Charles Boyer,Anatole Litvak
Barbara O'Neil,Anatole Litvak
George Sanders,Edmund Gwenn
George Sanders,Alfred Hitchcock
Edmund Gwenn,Alfred Hitchcock
Paulette Goddard,Jack Oakie
John Wayne,Barry Fitzgerald
John Wayne,Mildred Natwick
John Wayne,John Ford
Barry Fitzgerald,Mildred Natwick
Barry Fitzgerald,John Ford
Mildred Natwick,John Ford
Charlton Heston,Janet Leigh
Charlton Heston,Orson Welles
Charlton Heston,Akim Tamiroff
Charlton Heston,Marlene Dietrich
Charlton Heston,Mercedes McCambridge
Charlton Heston,Orson Welles
Janet Leigh,Orson Welles
Janet Leigh,Akim Tamiroff
Janet Leigh,Marlene Dietrich
Janet Leigh,Mercedes McCambridge
Janet Leigh,Orson Welles
Orson Welles,Akim Tamiroff
Orson Welles,Marlene Dietrich
Orson Welles,Mercedes McCambridge
Orson Welles,Orson Welles
Akim Tamiroff,Marlene Dietrich
Akim Tamiroff,Mercedes McCambridge
Akim Tamiroff,Orson Welles
Marlene Dietrich,Mercedes McCambridge
Marlene Dietrich,Orson Welles
Mercedes McCambridge,Orson Welles
Ian McKellen,Bruce Davison
Dustin Hoffman,Valerie Perrine
Dustin Hoffman,Bob Fosse
Valerie Perrine,Bob Fosse
Robert De Niro,Joe Pesci
Robert De Niro,Lorraine Bracco
Robert De Niro,Samuel L. Jackson
Robert De Niro,Martin Scorsese
Joe Pesci,Lorraine Bracco
Joe Pesci,Samuel L. Jackson
Joe Pesci,Martin Scorsese
Lorraine Bracco,Samuel L. Jackson
Lorraine Bracco,Martin Scorsese
Samuel L. Jackson,Martin Scorsese
Heath Ledger,Bérénice Bejo
Liam Neeson,Ben Kingsley
Liam Neeson,Ralph Fiennes
Liam Neeson,Steven Spielberg
Ben Kingsley,Ralph Fiennes
Ben Kingsley,Steven Spielberg
Ralph Fiennes,Steven Spielberg
Gene Hackman,Frederic Forrest
Gene Hackman,Harrison Ford
Gene Hackman,Teri Garr
Gene Hackman,Robert Duvall
Gene Hackman,Francis Ford Coppola
Frederic Forrest,Harrison Ford
Frederic Forrest,Teri Garr
Frederic Forrest,Robert Duvall
Frederic Forrest,Francis Ford Coppola
Harrison Ford,Teri Garr
Harrison Ford,Robert Duvall
Harrison Ford,Francis Ford Coppola
Teri Garr,Robert Duvall
Teri Garr,Francis Ford Coppola
Robert Duvall,Francis Ford Coppola
Woody Allen,Diane Keaton
Woody Allen,Carol Kane
Woody Allen,Christopher Walken
Woody Allen,Woody Allen
Diane Keaton,Carol Kane
Diane Keaton,Christopher Walken
Diane Keaton,Woody Allen
Carol Kane,Christopher Walken
Carol Kane,Woody Allen
Christopher Walken,Woody Allen
Eileen Brennan,Madeline Kahn
Eileen Brennan,Lesley Ann Warren
Madeline Kahn,Lesley Ann Warren
Tommy Lee Jones,Gary Busey
Michael Caine,Billy Bob Thornton
Kathleen Turner,Danny Aiello
Kathleen Turner,Cathy Moriarty
Kathleen Turner,Harvey Keitel
Danny Aiello,Cathy Moriarty
Danny Aiello,Harvey Keitel
Cathy Moriarty,Harvey Keitel
Humphrey Bogart,José Ferrer
Humphrey Bogart,Tom Tully
Humphrey Bogart,Lee Marvin
Humphrey Bogart,Edward Dmytryk
José Ferrer,Tom Tully
José Ferrer,Lee Marvin
José Ferrer,Edward Dmytryk
Tom Tully,Lee Marvin
Tom Tully,Edward Dmytryk
Lee Marvin,Edward Dmytryk
Roy Scheider,Jessica Lange
Roy Scheider,John Lithgow
Roy Scheider,Bob Fosse
Jessica Lange,John Lithgow
Jessica Lange,Bob Fosse
John Lithgow,Bob Fosse
Humphrey Bogart,Katharine Hepburn
Humphrey Bogart,Robert Morley
Humphrey Bogart,Theodore Bikel
Humphrey Bogart,John Huston
Katharine Hepburn,Robert Morley
Katharine Hepburn,Theodore Bikel
Katharine Hepburn,John Huston
Robert Morley,Theodore Bikel
Robert Morley,John Huston
Theodore Bikel,John Huston
Jack Nicholson,Faye Dunaway
Jack Nicholson,Burt Young
Jack Nicholson,John Huston
Jack Nicholson,Diane Ladd
Jack Nicholson,Roman Polanski
Jack Nicholson,Joe Mantell
Jack Nicholson,Roman Polanski
Faye Dunaway,Burt Young
Faye Dunaway,John Huston
Faye Dunaway,Diane Ladd
Faye Dunaway,Roman Polanski
Faye Dunaway,Joe Mantell
Faye Dunaway,Roman Polanski
Burt Young,John Huston
Burt Young,Diane Ladd
Burt Young,Roman Polanski
Burt Young,Joe Mantell
Burt Young,Roman Polanski
John Huston,Diane Ladd
John Huston,Roman Polanski
John Huston,Joe Mantell
John Huston,Roman Polanski
Diane Ladd,Roman Polanski
Diane Ladd,Joe Mantell
Diane Ladd,Roman Polanski
Roman Polanski,Joe Mantell
Roman Polanski,Roman Polanski
Joe Mantell,Roman Polanski
Jane Wyman,Rock Hudson
Jane Wyman,Agnes Moorehead
Rock Hudson,Agnes Moorehead
John Marley,Elia Kazan
Richard Dreyfuss,Candy Clark
Richard Dreyfuss,Harrison Ford
Richard Dreyfuss,Kathleen Quinlan
Richard Dreyfuss,George Lucas
Candy Clark,Harrison Ford
Candy Clark,Kathleen Quinlan
Candy Clark,George Lucas
Harrison Ford,Kathleen Quinlan
Harrison Ford,George Lucas
Kathleen Quinlan,George Lucas
Sissy Spacek,Terrence Malick
Warren Beatty,Faye Dunaway
Warren Beatty,Michael J. Pollard
Warren Beatty,Gene Hackman
Warren Beatty,Estelle Parsons
Warren Beatty,Gene Wilder
Warren Beatty,Arthur Penn
Faye Dunaway,Michael J. Pollard
Faye Dunaway,Gene Hackman
Faye Dunaway,Estelle Parsons
Faye Dunaway,Gene Wilder
Faye Dunaway,Arthur Penn
Michael J. Pollard,Gene Hackman
Michael J. Pollard,Estelle Parsons
Michael J. Pollard,Gene Wilder
Michael J. Pollard,Arthur Penn
Gene Hackman,Estelle Parsons
Gene Hackman,Gene Wilder
Gene Hackman,Arthur Penn
Estelle Parsons,Gene Wilder
Estelle Parsons,Arthur Penn
Gene Wilder,Arthur Penn
Charlton Heston,James Cameron
Laura Dern,Richard Attenborough
Laura Dern,Samuel L. Jackson
Laura Dern,Steven Spielberg
Richard Attenborough,Samuel L. Jackson
Richard Attenborough,Steven Spielberg
Samuel L. Jackson,Steven Spielberg
Warren Beatty,Julie Christie
Warren Beatty,Robert Altman
Julie Christie,Robert Altman
Alec Guinness,Peter Sellers
John Wayne,Barry Fitzgerald
John Wayne,Victor McLaglen
John Wayne,Mildred Natwick
John Wayne,John Ford
Barry Fitzgerald,Victor McLaglen
Barry Fitzgerald,Mildred Natwick
Barry Fitzgerald,John Ford
Victor McLaglen,Mildred Natwick
Victor McLaglen,John Ford
Mildred Natwick,John Ford
Celia Johnson,Trevor Howard
Celia Johnson,Stanley Holloway
Celia Johnson,David Lean
Trevor Howard,Stanley Holloway
Trevor Howard,David Lean
Stanley Holloway,David Lean
Spencer Tracy,Sidney Poitier
Spencer Tracy,Katharine Hepburn
Spencer Tracy,Beah Richards
Spencer Tracy,Cecil Kellaway
Spencer Tracy,Stanley Kramer
Sidney Poitier,Katharine Hepburn
Sidney Poitier,Beah Richards
Sidney Poitier,Cecil Kellaway
Sidney Poitier,Stanley Kramer
Katharine Hepburn,Beah Richards
Katharine Hepburn,Cecil Kellaway
Katharine Hepburn,Stanley Kramer
Beah Richards,Cecil Kellaway
Beah Richards,Stanley Kramer
Cecil Kellaway,Stanley Kramer
Brad Dourif,José Ferrer
Brad Dourif,Linda Hunt
Brad Dourif,Virginia Madsen
Brad Dourif,Dean Stockwell
Brad Dourif,Max von Sydow
Brad Dourif,David Lynch
José Ferrer,Linda Hunt
José Ferrer,Virginia Madsen
José Ferrer,Dean Stockwell
José Ferrer,Max von Sydow
José Ferrer,David Lynch
Linda Hunt,Virginia Madsen
Linda Hunt,Dean Stockwell
Linda Hunt,Max von Sydow
Linda Hunt,David Lynch
Virginia Madsen,Dean Stockwell
Virginia Madsen,Max von Sydow
Virginia Madsen,David Lynch
Dean Stockwell,Max von Sydow
Dean Stockwell,David Lynch
Max von Sydow,David Lynch
Orson Welles,Trevor Howard
Orson Welles,Carol Reed
Orson Welles,Carol Reed
Trevor Howard,Carol Reed
Trevor Howard,Carol Reed
Carol Reed,Carol Reed
Mel Gibson,Joaquin Phoenix
Mel Gibson,Abigail Breslin
Mel Gibson,M. Night Shyamalan
Mel Gibson,M. Night Shyamalan
Joaquin Phoenix,Abigail Breslin
Joaquin Phoenix,M. Night Shyamalan
Joaquin Phoenix,M. Night Shyamalan
Abigail Breslin,M. Night Shyamalan
Abigail Breslin,M. Night Shyamalan
M. Night Shyamalan,M. Night Shyamalan
Fred Astaire,Ava Gardner
Fred Astaire,Vincente Minnelli
Ava Gardner,Vincente Minnelli
Elsa Lanchester,Walter Brennan
Lillian Gish,Richard Barthelmess
Lillian Gish,Donald Crisp
Richard Barthelmess,Donald Crisp
Sessue Hayakawa,Cecil B. DeMille
Cary Grant,Eva Marie Saint
Cary Grant,James Mason
Cary Grant,Martin Landau
Cary Grant,Alfred Hitchcock
Eva Marie Saint,James Mason
Eva Marie Saint,Martin Landau
Eva Marie Saint,Alfred Hitchcock
James Mason,Martin Landau
James Mason,Alfred Hitchcock
Martin Landau,Alfred Hitchcock
Patricia Neal,Sam Jaffe
Patricia Neal,Stuart Whitman
Patricia Neal,Robert Wise
Sam Jaffe,Stuart Whitman
Sam Jaffe,Robert Wise
Stuart Whitman,Robert Wise
Robert De Niro,Meryl Streep
Robert De Niro,Christopher Walken
Robert De Niro,Michael Cimino
Meryl Streep,Christopher Walken
Meryl Streep,Michael Cimino
Christopher Walken,Michael Cimino
Danny Aiello,Ruby Dee
Danny Aiello,Spike Lee
Danny Aiello,Rosie Perez
Danny Aiello,Samuel L. Jackson
Danny Aiello,Spike Lee
Ruby Dee,Spike Lee
Ruby Dee,Rosie Perez
Ruby Dee,Samuel L. Jackson
Ruby Dee,Spike Lee
Spike Lee,Rosie Perez
Spike Lee,Samuel L. Jackson
Spike Lee,Spike Lee
Rosie Perez,Samuel L. Jackson
Rosie Perez,Spike Lee
Samuel L. Jackson,Spike Lee
Barbara Stanwyck,Billy Wilder
Louis Calhern,Leo McCarey
Peter Fonda,Dennis Hopper
Peter Fonda,Jack Nicholson
Peter Fonda,Karen Black
Peter Fonda,Dennis Hopper
Dennis Hopper,Jack Nicholson
Dennis Hopper,Karen Black
Dennis Hopper,Dennis Hopper
Jack Nicholson,Karen Black
Jack Nicholson,Dennis Hopper
Karen Black,Dennis Hopper
Jack Nicholson,Karen Black
James Cagney,Joan Blondell
John Garfield,Thomas Gomez
Sylvia Sidney,Spencer Tracy
Sylvia Sidney,Walter Brennan
Spencer Tracy,Walter Brennan
Al Pacino,Robert Duvall
Al Pacino,Diane Keaton
Al Pacino,Robert De Niro
Al Pacino,Talia Shire
Al Pacino,Lee Strasberg
Al Pacino,Michael V. Gazzo
Al Pacino,Francis Ford Coppola
Robert Duvall,Diane Keaton
Robert Duvall,Robert De Niro
Robert Duvall,Talia Shire
Robert Duvall,Lee Strasberg
Robert Duvall,Michael V. Gazzo
Robert Duvall,Francis Ford Coppola
Diane Keaton,Robert De Niro
Diane Keaton,Talia Shire
Diane Keaton,Lee Strasberg
Diane Keaton,Michael V. Gazzo
Diane Keaton,Francis Ford Coppola
Robert De Niro,Talia Shire
Robert De Niro,Lee Strasberg
Robert De Niro,Michael V. Gazzo
Robert De Niro,Francis Ford Coppola
Talia Shire,Lee Strasberg
Talia Shire,Michael V. Gazzo
Talia Shire,Francis Ford Coppola
Lee Strasberg,Michael V. Gazzo
Lee Strasberg,Francis Ford Coppola
Michael V. Gazzo,Francis Ford Coppola
Erich von Stroheim,Erich von Stroheim
Olivia de Havilland,Montgomery Clift
Olivia de Havilland,Ralph Richardson
Olivia de Havilland,Miriam Hopkins
Olivia de Havilland,William Wyler
Montgomery Clift,Ralph Richardson
Montgomery Clift,Miriam Hopkins
Montgomery Clift,William Wyler
Ralph Richardson,Miriam Hopkins
Ralph Richardson,William Wyler
Miriam Hopkins,William Wyler
Gary Cooper,Katy Jurado
Gary Cooper,Grace Kelly
Gary Cooper,Fred Zinnemann
Katy Jurado,Grace Kelly
Katy Jurado,Fred Zinnemann
Grace Kelly,Fred Zinnemann
Cary Grant,Rosalind Russell
Cary Grant,Ralph Bellamy
Cary Grant,Gene Lockhart
Cary Grant,Howard Hawks
Rosalind Russell,Ralph Bellamy
Rosalind Russell,Gene Lockhart
Rosalind Russell,Howard Hawks
Ralph Bellamy,Gene Lockhart
Ralph Bellamy,Howard Hawks
Gene Lockhart,Howard Hawks
Julia Roberts,Brad Pitt
Julia Roberts,Gene Hackman
Brad Pitt,Gene Hackman
Gene Hackman,Barbara Hershey
Gene Hackman,Dennis Hopper
Barbara Hershey,Dennis Hopper
Carroll Baker,Walter Brennan
Carroll Baker,Lee J. Cobb
Carroll Baker,Henry Fonda
Carroll Baker,Carolyn Jones
Carroll Baker,Karl Malden
Carroll Baker,Agnes Moorehead
Carroll Baker,Gregory Peck
Carroll Baker,Debbie Reynolds
Carroll Baker,Thelma Ritter
Carroll Baker,James Stewart
Carroll Baker,John Wayne
Carroll Baker,Richard Widmark
Carroll Baker,Spencer Tracy
Carroll Baker,Russ Tamblyn
Carroll Baker,Raymond Massey
